Matricule,Qualité,Nom usuel,Prénom usuel,État Sénateur,Identifiant mandat,Date d'élection,Date de début de mandat,Année de début de mandat,Motif début de mandat,Date de fin de mandat,Année de fin de mandat,Motif fin de mandat,Commentaire
000112,M.,Patria,Pierre,ANCIEN,3554,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1965-10-01 00:00:00.0,,Non réélu,
08061X,M.,Patriat,François,ACTIF,11726,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Fin de mandat,
08061X,M.,Patriat,François,ACTIF,14094,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2020-09-30 00:00:00.0,,Fin de mandat,
08061X,M.,Patriat,François,ACTIF,51898,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Renouvellement 2,,,En Cours,
08047A,M.,Paul,Philippe,ACTIF,11668,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Fin de mandat,
08047A,M.,Paul,Philippe,ACTIF,14103,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2020-09-30 00:00:00.0,,Fin de mandat,
08047A,M.,Paul,Philippe,ACTIF,51933,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Renouvellement 2,,,En Cours,
000090,M.,Paulian,Gilbert,ANCIEN,9578,1959-05-31 00:00:00.0,1959-05-31 00:00:00.0,,Election,1962-07-04 00:00:00.0,,Cessation de mandat (1962),
000048,M.,Pauly,Paul,ANCIEN,3559,,1955-06-19 00:00:00.0,,Renouvellement 2,1962-10-01 00:00:00.0,,Fin de mandat,
000048,M.,Pauly,Paul,ANCIEN,3560,1962-09-23 00:00:00.0,1962-10-02 00:00:00.0,,Renouvellement 3,1971-10-01 00:00:00.0,,Fin de mandat,
000048,M.,Pauly,Paul,ANCIEN,3561,1971-09-26 00:00:00.0,1971-10-02 00:00:00.0,,Renouvellement,1973-06-27 00:00:00.0,,Décédé,
000725,M.,Paumelle,Henri,ANCIEN,5619,,1958-06-08 00:00:00.0,,Renouvellement 3,1959-04-27 00:00:00.0,,Fin de mandat,
000725,M.,Paumelle,Henri,ANCIEN,5620,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 4,1965-12-17 00:00:00.0,,Décédé,
000748,M.,Pauzet,Marc,ANCIEN,5622,,1955-06-19 00:00:00.0,,Election,1959-04-27 00:00:00.0,,Fin de mandat,
000748,M.,Pauzet,Marc,ANCIEN,5623,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement,1962-10-01 00:00:00.0,,Fin de mandat,
000748,M.,Pauzet,Marc,ANCIEN,5624,1962-09-23 00:00:00.0,1962-10-02 00:00:00.0,,Renouvellement 2,1971-10-01 00:00:00.0,,Non réélu,
01009N,Mme,Payet,Anne-Marie,ANCIEN,6374,2001-09-23 00:00:00.0,2001-10-01 00:00:00.0,,Election,2011-09-30 00:00:00.0,,Non réélu,
98002K,M.,Payet,Lylian,ANCIEN,453,,1998-02-17 00:00:00.0,,Remplace,2001-09-30 00:00:00.0,,Ne se représente pas,"En remplacement de M. Pierre LAGOURGUE, décédé"
95053J,M.,Pelchat,Michel,ANCIEN,454,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Election,2004-02-12 00:00:00.0,2004,Décédé,
14365A,M.,Pélieu,Michel,ANCIEN,15528,,2017-05-16 00:00:00.0,,Remplace,2017-10-01 00:00:00.0,,Ne se représente pas,"en remplacement de François Fortassin, décédé"
59553V,M.,Pellarin,Bernard,ANCIEN,3563,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Election,1986-10-01 00:00:00.0,,Fin de mandat,
59553V,M.,Pellarin,Bernard,ANCIEN,3564,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Renouvellement 1,1995-10-01 00:00:00.0,,Ne se représente pas,
000734,M.,Pellenc,Marcel,ANCIEN,5629,,1958-06-08 00:00:00.0,,Renouvellement 2,1959-04-27 00:00:00.0,,Fin de mandat,
000734,M.,Pellenc,Marcel,ANCIEN,5630,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 3,1968-10-01 00:00:00.0,,Fin de mandat,
000734,M.,Pellenc,Marcel,ANCIEN,5631,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement 4,1972-10-19 00:00:00.0,,Décédé,
000714,M.,Pelleray,Paul,ANCIEN,5633,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1965-10-01 00:00:00.0,,Fin de mandat,
000714,M.,Pelleray,Paul,ANCIEN,5634,1965-09-26 00:00:00.0,1965-10-02 00:00:00.0,,Renouvellement,1974-10-01 00:00:00.0,,Ne se représente pas,
59578F,M.,Pelletier,Charles,ANCIEN,3566,,1995-03-04 00:00:00.0,,Remplace,1995-09-23 00:00:00.0,,Non réélu,"En remplacement de M. Etienne DAILLY, nommé membre du Conseil constitutionnel"
66002K,M.,Pelletier,Jacques,ANCIEN,3568,1966-06-26 00:00:00.0,1966-06-26 00:00:00.0,,Election,1971-10-01 00:00:00.0,,Fin de mandat,
66002K,M.,Pelletier,Jacques,ANCIEN,3569,1971-09-26 00:00:00.0,1971-10-03 00:00:00.0,,Renouvellement,1978-05-06 00:00:00.0,,Membre Gouvernement,
66002K,M.,Pelletier,Jacques,ANCIEN,3571,1980-09-28 00:00:00.0,1980-09-28 00:00:00.0,,Election,1988-06-12 00:00:00.0,,Membre Gouvernement,
66002K,M.,Pelletier,Jacques,ANCIEN,3573,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Election,1989-11-01 00:00:00.0,,Membre Gouvernement,
66002K,M.,Pelletier,Jacques,ANCIEN,5208,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Election,2007-09-03 00:00:00.0,,Décédé,
14237S,M.,Pellevat,Cyril,ACTIF,14184,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Election,2020-09-30 00:00:00.0,,Fin de mandat,
14237S,M.,Pellevat,Cyril,ACTIF,51914,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Renouvellement,,,En Cours,
17637T,M.,Pemezec,Philippe,ACTIF,51300,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
59579G,M.,Pen,Albert,ANCIEN,3575,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Election,1977-10-02 00:00:00.0,,Fin de mandat,
59579G,M.,Pen,Albert,ANCIEN,3576,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Renouvellement 1,1981-06-21 00:00:00.0,,Élu député,
59579G,M.,Pen,Albert,ANCIEN,3578,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Election,1995-10-01 00:00:00.0,,Non réélu,
86042E,M.,Penne,Guy,ANCIEN,455,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Election,1995-10-01 00:00:00.0,,Fin de mandat,
86042E,M.,Penne,Guy,ANCIEN,456,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Renouvellement 1,2004-09-30 00:00:00.0,,Ne se représente pas,
89016Q,M.,Pépin,Jean,ANCIEN,457,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Election,1998-09-30 00:00:00.0,,Fin de mandat,
89016Q,M.,Pépin,Jean,ANCIEN,5023,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Renouvellement 1,2008-09-30 00:00:00.0,,Ne se représente pas,
83047W,M.,Percheron,Daniel,ANCIEN,458,1983-09-25 00:00:00.0,1983-10-03 00:00:00.0,,Election,1992-10-01 00:00:00.0,,Fin de mandat,
83047W,M.,Percheron,Daniel,ANCIEN,459,1992-09-27 00:00:00.0,1992-10-02 00:00:00.0,,Renouvellement 1,2001-09-30 00:00:00.0,,Fin de mandat,
83047W,M.,Percheron,Daniel,ANCIEN,6428,2001-09-23 00:00:00.0,2001-10-01 00:00:00.0,,Renouvellement 2,2011-09-30 00:00:00.0,,Fin de mandat,
83047W,M.,Percheron,Daniel,ANCIEN,12697,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Renouvellement 3,2017-10-01 00:00:00.0,,Ne se représente pas,
000008,M.,Perdereau,Lucien,ANCIEN,3581,,1955-06-19 00:00:00.0,,Renouvellement 1,1959-04-27 00:00:00.0,,Fin de mandat,
000008,M.,Perdereau,Lucien,ANCIEN,10508,,1959-04-28 00:00:00.0,,Renouvellement 2,1965-10-01 00:00:00.0,,Fin de mandat,
000008,M.,Perdereau,Lucien,ANCIEN,10510,,1965-10-02 00:00:00.0,,Renouvellement 3,1974-10-01 00:00:00.0,,Ne se représente pas,
000208,M.,Peridier,Jean,ANCIEN,3586,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 2,1962-10-01 00:00:00.0,,Fin de mandat,
000208,M.,Peridier,Jean,ANCIEN,3587,1962-09-23 00:00:00.0,1962-10-02 00:00:00.0,,Renouvellement 3,1971-10-01 00:00:00.0,,Fin de mandat,
000208,M.,Peridier,Jean,ANCIEN,3588,1971-09-26 00:00:00.0,1971-10-02 00:00:00.0,,Renouvellement,1980-10-01 00:00:00.0,,Ne se représente pas,
58628T,Mme,Perlican,Rolande,ANCIEN,3591,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Election,1986-10-01 00:00:00.0,,Non réélu,
14028W,Mme,Perol-Dumont,Marie-Françoise,ANCIEN,14299,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Election,2020-09-30 00:00:00.0,,Ne se représente pas,
000161,M.,Perpere,Raoul,ANCIEN,3593,,1971-12-01 00:00:00.0,,Remplace,1974-10-01 00:00:00.0,,Ne se représente pas,"En remplacement de M. Etienne RESTAT, décédé."
59580Y,M.,Perrein,Louis,ANCIEN,3596,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Election,1986-10-01 00:00:00.0,,Fin de mandat,
59580Y,M.,Perrein,Louis,ANCIEN,3597,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Renouvellement 1,1995-10-01 00:00:00.0,,Non réélu,
14193X,M.,Perrin,Cédric,ACTIF,14044,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Election,2020-09-30 00:00:00.0,,Fin de mandat,
14193X,M.,Perrin,Cédric,ACTIF,51821,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Renouvellement,,,En Cours,
58335H,M.,Perrin,Pierre,ANCIEN,3599,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1983-10-02 00:00:00.0,,Ne se représente pas,
000643,M.,Perron,Jean-Jacques,ANCIEN,3601,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Election,1978-10-05 00:00:00.0,,Décédé,
19745F,Mme,Perrot,Évelyne,ACTIF,51545,2017-12-17 00:00:00.0,2017-12-18 00:00:00.0,,Election,2020-09-30 00:00:00.0,,Fin de mandat,
19745F,Mme,Perrot,Évelyne,ACTIF,51846,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Renouvellement,,,En Cours,
000694,M.,Peschaud,Hector,ANCIEN,5639,,1955-06-19 00:00:00.0,,Renouvellement 2,1959-04-27 00:00:00.0,,Fin de mandat,
000694,M.,Peschaud,Hector,ANCIEN,5640,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 3,1962-10-01 00:00:00.0,,Fin de mandat,
000694,M.,Peschaud,Hector,ANCIEN,5641,1962-09-23 00:00:00.0,1962-10-02 00:00:00.0,,Renouvellement 4,1968-09-19 00:00:00.0,,Décédé,
000739,M.,Petit,Ernest,ANCIEN,5645,,1958-06-08 00:00:00.0,,Renouvellement 2,1959-04-27 00:00:00.0,,Fin de mandat,
000739,M.,Petit,Ernest,ANCIEN,5646,,1959-04-28 00:00:00.0,,Renouvellement 3,1968-10-01 00:00:00.0,,Ne se représente pas,
000138,M.,Petit,Guy,ANCIEN,3603,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1965-10-01 00:00:00.0,,Fin de mandat,
000138,M.,Petit,Guy,ANCIEN,3604,1965-09-26 00:00:00.0,1965-10-02 00:00:00.0,,Renouvellement 1,1974-10-01 00:00:00.0,,Fin de mandat,
000138,M.,Petit,Guy,ANCIEN,3605,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Renouvellement 2,1983-10-02 00:00:00.0,,Ne se représente pas,
000434,M.,Petit,Pierre,ANCIEN,3608,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1977-12-21 00:00:00.0,,Décédé,
20148F,Mme,Petrus,Annick,ACTIF,51989,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Election,,,En Cours,
59241G,M.,Peyou,Hubert,ANCIEN,3610,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1983-10-02 00:00:00.0,,Fin de mandat,
59241G,M.,Peyou,Hubert,ANCIEN,3611,1983-09-25 00:00:00.0,1983-10-03 00:00:00.0,,Renouvellement,1992-10-01 00:00:00.0,,Non réélu,
80033C,M.,Peyrafitte,Jean,ANCIEN,460,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Election,1989-10-01 00:00:00.0,,Fin de mandat,
80033C,M.,Peyrafitte,Jean,ANCIEN,461,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Renouvellement 1,1998-09-30 00:00:00.0,,Ne se représente pas,
98040R,M.,Peyrat,Jacques,ANCIEN,5163,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Election,2008-09-30 00:00:00.0,,Ne se représente pas,
95054K,M.,Peyrefitte,Alain,ANCIEN,462,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Election,1999-11-27 00:00:00.0,1999,Décédé,
95055L,M.,Peyronnet,Jean-Claude,ANCIEN,463,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Election,2004-09-30 00:00:00.0,,Fin de mandat,
95055L,M.,Peyronnet,Jean-Claude,ANCIEN,10779,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Ne se représente pas,
89036U,M.,Philibert,Louis,ANCIEN,464,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Election,1998-09-30 00:00:00.0,,Ne se représente pas,
000023,M.,Philippon,Gustave,ANCIEN,3613,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1968-10-01 00:00:00.0,,Non réélu,
20146D,Mme,Phinera-Horth,Marie-Laure,ACTIF,51988,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Election,,,En Cours,
000030,M.,Piales,Paul,ANCIEN,3617,,1955-06-19 00:00:00.0,,Renouvellement 1,1959-04-27 00:00:00.0,,Fin de mandat,
000030,M.,Piales,Paul,ANCIEN,3618,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 2,1962-10-01 00:00:00.0,,Fin de mandat,
000030,M.,Piales,Paul,ANCIEN,3619,1962-09-23 00:00:00.0,1962-10-02 00:00:00.0,,Renouvellement 3,1971-10-01 00:00:00.0,,Ne se représente pas,
59554W,M.,Piat,Robert,ANCIEN,3622,,1992-02-24 00:00:00.0,,Remplace,1995-09-24 00:00:00.0,,Ne se représente pas,"En remplacement de M.Paul Séramy, décédé."
000307,M.,Pic,Maurice,ANCIEN,3627,1971-09-26 00:00:00.0,1971-10-02 00:00:00.0,,Election,1980-10-01 00:00:00.0,,Fin de mandat,
000307,M.,Pic,Maurice,ANCIEN,3628,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Renouvellement,1989-10-01 00:00:00.0,,Ne se représente pas,
000747,M.,Picard,André,ANCIEN,5649,1962-09-23 00:00:00.0,1962-10-02 00:00:00.0,,Election,1971-10-01 00:00:00.0,,Fin de mandat,
000747,M.,Picard,André,ANCIEN,5650,1971-09-26 00:00:00.0,1971-10-02 00:00:00.0,,Renouvellement,1979-07-05 00:00:00.0,,Décédé,
98015Q,M.,Picheral,Jean-François,ANCIEN,5060,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Election,2008-09-30 00:00:00.0,,Ne se représente pas,
19533U,M.,Piednoir,Stéphane,ACTIF,51108,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
04088S,M.,Pierre,Jackie,ANCIEN,10994,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Fin de mandat,
04088S,M.,Pierre,Jackie,ANCIEN,14274,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2020-09-30 00:00:00.0,,Ne se représente pas,
09010Q,M.,Pignard,Jean-Jacques,ANCIEN,11970,,2009-07-24 00:00:00.0,,Remplace,2012-06-16 00:00:00.0,,Reprise mandat d'ancien membre du Gvt,"En remplacement de M. Michel Mercier, nommé membre du Gouvernement"
09010Q,M.,Pignard,Jean-Jacques,ANCIEN,13755,,2014-04-22 00:00:00.0,,Remplace,2014-09-30 00:00:00.0,,Ne se représente pas,"en remplacement de M. Michel Mercier, démissionnaire"
07034Q,M.,Pillet,François,ANCIEN,11306,,2007-12-17 00:00:00.0,,Remplace,2008-09-30 00:00:00.0,,Fin de mandat,"En remplacement de Serge Vinçon, décédé"
07034Q,M.,Pillet,François,ANCIEN,11701,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Fin de mandat,
07034Q,M.,Pillet,François,ANCIEN,14042,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2019-03-03 00:00:00.0,,Nommé membre CC,
58341F,M.,Pillet,Paul,ANCIEN,3631,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1983-10-02 00:00:00.0,,Ne se représente pas,
000730,M.,Pinchard,Raymond,ANCIEN,5653,,1958-06-08 00:00:00.0,,Renouvellement 1,1959-04-27 00:00:00.0,,Fin de mandat,
000730,M.,Pinchard,Raymond,ANCIEN,5654,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 2,1961-08-22 00:00:00.0,,Décédé,
000143,M.,Pinsard,Jules,ANCIEN,3635,,1958-06-08 00:00:00.0,,Renouvellement 2,1959-04-27 00:00:00.0,,Fin de mandat,
000143,M.,Pinsard,Jules,ANCIEN,3636,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 3,1968-10-01 00:00:00.0,,Fin de mandat,
000143,M.,Pinsard,Jules,ANCIEN,3637,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement,1977-10-02 00:00:00.0,,Ne se représente pas,
000514,M.,Pintat,Jean-François,ANCIEN,3640,1971-09-26 00:00:00.0,1971-10-02 00:00:00.0,,Election,1980-10-01 00:00:00.0,,Fin de mandat,
000514,M.,Pintat,Jean-François,ANCIEN,3641,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Renouvellement,1989-10-01 00:00:00.0,,Fin de mandat,
000514,M.,Pintat,Jean-François,ANCIEN,3642,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Renouvellement 2,1990-06-14 00:00:00.0,,Décédé,
98021N,M.,Pintat,Xavier,ANCIEN,5080,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Election,2008-09-30 00:00:00.0,,Fin de mandat,
98021N,M.,Pintat,Xavier,ANCIEN,11558,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Fin de mandat,
98021N,M.,Pintat,Xavier,ANCIEN,14214,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement 2,2017-09-30 00:00:00.0,,Démissionnaire,
000052,M.,Pinton,Auguste,ANCIEN,3647,,1958-06-08 00:00:00.0,,Renouvellement 3,1959-04-27 00:00:00.0,,Fin de mandat,
000052,M.,Pinton,Auguste,ANCIEN,3648,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement,1968-10-01 00:00:00.0,,Fin de mandat,
000052,M.,Pinton,Auguste,ANCIEN,3649,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement,1977-10-02 00:00:00.0,,Ne se représente pas,
07032N,M.,Pinton,Louis,ANCIEN,11293,,2007-11-22 00:00:00.0,,Remplace,2008-09-30 00:00:00.0,,Fin de mandat,"En remplacement de Daniel Bernardet, décédé"
07032N,M.,Pinton,Louis,ANCIEN,11731,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Fin de mandat,
07032N,M.,Pinton,Louis,ANCIEN,14050,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2016-11-17 00:00:00.0,,Décédé,
000543,M.,Piot,Jacques,ANCIEN,3652,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Election,1973-03-11 00:00:00.0,,Élu député,
96006F,M.,Piras,Bernard,ANCIEN,465,,1996-09-04 00:00:00.0,,Remplace,1998-09-30 00:00:00.0,,Fin de mandat,"En remplacement de Gérard Gaud, décédé"
96006F,M.,Piras,Bernard,ANCIEN,5182,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Renouvellement 1,2008-09-30 00:00:00.0,,Fin de mandat,
96006F,M.,Piras,Bernard,ANCIEN,11761,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Renouvellement 2,2014-09-30 00:00:00.0,,Ne se représente pas,
57321W,M.,Pisani,Edgard,ANCIEN,3656,,1955-06-19 00:00:00.0,,Renouvellement 1,1959-04-27 00:00:00.0,,Fin de mandat,
57321W,M.,Pisani,Edgard,ANCIEN,3657,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 2,1961-09-24 00:00:00.0,,Membre Gouvernement,
57321W,M.,Pisani,Edgard,ANCIEN,3659,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1981-05-26 00:00:00.0,,Démissionnaire,
20030R,M.,Pla,Sebastien,ACTIF,51848,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Election,,,En Cours,
11069T,M.,Placé,Jean-Vincent,ANCIEN,12591,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Election,2016-03-11 00:00:00.0,,Membre Gouvernement,
11069T,M.,Placé,Jean-Vincent,ANCIEN,22523,,2017-06-18 00:00:00.0,,Reprise suite à fin fon. membre Gvt,2017-10-01 00:00:00.0,,Ne se représente pas,
000698,M.,Plait,André,ANCIEN,5659,,1958-06-08 00:00:00.0,,Renouvellement 3,1959-04-27 00:00:00.0,,Fin de mandat,
000698,M.,Plait,André,ANCIEN,5660,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 4,1968-10-01 00:00:00.0,,Ne se représente pas,
98010K,M.,Plancade,Jean-Pierre,ANCIEN,5033,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Election,2008-09-30 00:00:00.0,,Fin de mandat,
98010K,M.,Plancade,Jean-Pierre,ANCIEN,11581,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Ne se représente pas,
59619W,M.,Plantegenest,Marc,ANCIEN,3661,1981-09-20 00:00:00.0,1981-09-20 00:00:00.0,,Remplace,1986-10-01 00:00:00.0,,Ne se représente pas,"En remplacement de M. Albert PEN, élu député."
95056M,M.,Plasait,Bernard,ANCIEN,466,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Election,2004-09-30 00:00:00.0,,Ne se représente pas,
96002B,M.,Ploton,Régis,ANCIEN,3663,,1996-01-25 00:00:00.0,,Remplace,1998-02-02 00:00:00.0,,Décédé,En remplacement de M. Jean-Paul CHAMBRIARD décédé
83004K,M.,Pluchet,Alain,ANCIEN,467,,1983-05-06 00:00:00.0,,Remplace,1989-10-01 00:00:00.0,,Fin de mandat,"En remplacement de M. René TOMASINI, décédé"
83004K,M.,Pluchet,Alain,ANCIEN,468,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Renouvellement 1,1998-09-30 00:00:00.0,,Ne se représente pas,
20118Y,Mme,Pluchet,Kristina,ACTIF,51948,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Election,,,En Cours,
19319Q,M.,Poadja,Gérard,ACTIF,51061,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
000211,M.,Poher,Alain,ANCIEN,3667,,1958-06-08 00:00:00.0,,Renouvellement 1,1959-04-27 00:00:00.0,,Fin de mandat,
000211,M.,Poher,Alain,ANCIEN,3668,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 2,1968-10-01 00:00:00.0,,Fin de mandat,
000211,M.,Poher,Alain,ANCIEN,3669,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement 3,1977-10-02 00:00:00.0,,Fin de mandat,
000211,M.,Poher,Alain,ANCIEN,3670,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Renouvellement,1986-10-01 00:00:00.0,,Fin de mandat,
000211,M.,Poher,Alain,ANCIEN,3671,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Renouvellement,1995-10-01 00:00:00.0,,Ne se représente pas,
13002U,M.,Poher,Hervé,ANCIEN,12913,,2013-03-01 00:00:00.0,,Remplace,2017-10-01 00:00:00.0,,Ne se représente pas,"en remplacement de Mme Odette Duriez, démissionnaire"
000178,M.,Poignant,Fernand,ANCIEN,3674,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Election,1977-10-02 00:00:00.0,,Non réélu,
05012A,M.,Pointereau,Rémy,ACTIF,11168,2005-09-18 00:00:00.0,2005-09-19 00:00:00.0,,Election,2008-09-30 00:00:00.0,,Fin de mandat,
05012A,M.,Pointereau,Rémy,ACTIF,11483,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Fin de mandat,
05012A,M.,Pointereau,Rémy,ACTIF,14043,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2020-09-30 00:00:00.0,,Fin de mandat,
05012A,M.,Pointereau,Rémy,ACTIF,51841,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Renouvellement 2,,,En Cours,
95057N,M.,Poirier,Jean-Marie,ANCIEN,469,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Election,2004-09-30 00:00:00.0,,Non réélu,
58916Y,M.,Poirier,Raymond,ANCIEN,3677,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Election,1989-10-01 00:00:00.0,,Non réélu,
92041R,M.,Poirieux,Guy,ANCIEN,470,1992-09-27 00:00:00.0,1992-10-02 00:00:00.0,,Election,2001-09-30 00:00:00.0,,Ne se représente pas,
77058M,M.,Poncelet,Christian,ANCIEN,471,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Election,1986-10-01 00:00:00.0,,Fin de mandat,
77058M,M.,Poncelet,Christian,ANCIEN,472,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Renouvellement 1,1995-10-01 00:00:00.0,,Fin de mandat,
77058M,M.,Poncelet,Christian,ANCIEN,473,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Renouvellement 2,2004-09-30 00:00:00.0,,Fin de mandat,
77058M,M.,Poncelet,Christian,ANCIEN,10774,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Renouvellement 3,2014-09-30 00:00:00.0,,Ne se représente pas,
20130U,Mme,Poncet Monge,Raymonde,ACTIF,51959,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Election,,,En Cours,
